date,symbol,close,open,high,low,volume,deliverable_volume,%deliverble,daily_return,ma_10,ma_50,vwap
2000-03-23,HCLTECH,2148.35,2399.0,2450.0,2090.0,74050,0.0,0.0,-5.319406800202742,1927.345,2103.5820000000003,2197.71
2000-03-24,HCLTECH,2123.35,2055.0,2185.0,2031.0,113100,0.0,0.0,-1.1636837573021142,1942.14,2114.96,2119.4
2000-03-27,HCLTECH,2102.6,2140.0,2205.0,1995.0,87200,0.0,0.0,-0.9772293781053488,1961.245,2123.435,2083.92
2000-03-28,HCLTECH,2004.5,2082.0,2092.0,2000.0,52250,0.0,0.0,-4.66565204984305,1981.805,2127.261,2005.77
2000-03-29,HCLTECH,2023.15,2050.0,2098.0,2000.0,79100,0.0,0.0,0.930406585183352,2018.62,2128.558,2026.34
2000-03-30,HCLTECH,1865.15,1950.0,1970.0,1861.3,41750,0.0,0.0,-7.809603835602896,2038.36,2129.828,1892.74
2000-03-31,HCLTECH,1722.05,1802.0,1803.0,1715.95,88200,0.0,0.0,-7.672305176527361,2030.445,2128.779,1720.56
2000-04-03,HCLTECH,1584.3,1799.0,1800.0,1584.3,74100,0.0,0.0,-7.999187015475739,1994.345,2123.442,1613.81
2000-04-04,HCLTECH,1457.6,1457.6,1457.6,1457.6,17000,0.0,0.0,-7.997222748216881,1930.01,2117.437,1457.6
2000-04-05,HCLTECH,1495.15,1341.0,1544.0,1341.0,119800,0.0,0.0,2.57615257958288,1852.62,2111.713,1422.25
2000-04-06,HCLTECH,1598.5,1545.0,1614.8,1400.0,105800,0.0,0.0,6.912349931445005,1797.6349999999998,2105.205,1483.37
2000-04-07,HCLTECH,1726.4,1698.0,1726.4,1698.0,19300,0.0,0.0,8.001251172974676,1757.94,2098.176,1726.33
2000-04-10,HCLTECH,1864.55,1855.0,1864.55,1855.0,22900,0.0,0.0,8.002201112140872,1734.1350000000002,2093.855,1864.51
2000-04-11,HCLTECH,1893.8,1864.55,2013.75,1720.0,227450,0.0,0.0,1.5687431283687658,1723.065,2087.792,1875.19
2000-04-12,HCLTECH,1755.4,1874.0,1944.0,1742.3,90000,0.0,0.0,-7.308057873059448,1696.2899999999995,2082.292,1886.69
2000-04-13,HCLTECH,1615.0,1617.2,1669.0,1615.0,49150,0.0,0.0,-7.998177053662991,1671.275,2071.347,1625.12
2000-04-17,HCLTECH,1485.8,1485.8,1485.8,1485.8,850,0.0,0.0,-8.000000000000007,1647.65,2060.578,1485.8
2000-04-18,HCLTECH,1377.55,1485.8,1550.0,1366.95,169850,0.0,0.0,-7.285637367074981,1626.975,2048.999,1393.52
2000-04-19,HCLTECH,1267.95,1449.0,1485.0,1267.35,119350,0.0,0.0,-7.956154041595576,1608.01,2034.626,1350.39
2000-04-20,HCLTECH,1346.75,1249.0,1369.4,1166.55,232650,0.0,0.0,6.214756102369967,1593.17,2020.302,1262.07
2000-04-24,HCLTECH,1454.5,1400.0,1454.5,1400.0,40950,0.0,0.0,8.00074252830889,1578.77,2009.408,1447.2
2000-04-25,HCLTECH,1536.45,1340.0,1570.9,1338.15,217300,0.0,0.0,5.634238569955308,1559.775,2000.157,1403.36
2000-04-26,HCLTECH,1659.4,1649.0,1659.4,1577.0,23700,0.0,0.0,8.002212893358074,1539.26,1993.41,1636.78
2000-04-27,HCLTECH,1526.65,1689.0,1709.0,1526.65,84850,0.0,0.0,-7.999879474508853,1502.5449999999998,1980.813,1607.03
2000-04-28,HCLTECH,1558.0,1534.5,1625.0,1425.0,175650,0.0,0.0,2.0535158680771604,1482.8049999999998,1965.479,1553.31
2000-05-02,HCLTECH,1371.05,1590.0,1590.0,1371.05,56300,0.0,0.0,-11.999358151476258,1458.41,1942.732,1424.27
2000-05-03,HCLTECH,1424.05,1262.0,1480.75,1206.55,163300,0.0,0.0,3.865650413916333,1452.235,1922.751,1358.95
2000-05-04,HCLTECH,1530.55,1450.0,1585.0,1414.0,149600,0.0,0.0,7.478669990520004,1467.535,1901.068,1519.93
2000-05-05,HCLTECH,1701.65,1550.0,1714.25,1540.0,164250,0.0,0.0,11.1789879455098,1510.9050000000002,1879.582,1656.35
2000-05-08,HCLTECH,1604.6,1712.0,1809.0,1565.55,137550,0.0,0.0,-5.703287985190853,1536.69,1855.291,1672.02
2000-05-09,HCLTECH,1568.65,1568.2,1600.0,1481.1,126250,0.0,0.0,-2.2404337529602247,1548.105,1832.658,1555.82
2000-05-10,HCLTECH,1474.3,1579.9,1629.85,1452.0,81550,0.0,0.0,-6.014726038313212,1541.89,1811.168,1518.26
2000-05-11,HCLTECH,1297.4,1362.05,1365.0,1297.4,144450,0.0,0.0,-11.998914739198252,1505.69,1787.8339999999998,1318.69
2000-05-12,HCLTECH,1156.4,1325.0,1325.0,1141.75,218500,0.0,0.0,-10.867889625404658,1468.6650000000002,1764.616,1181.3
2000-05-15,HCLTECH,1274.15,1110.0,1295.2,1032.0,193100,0.0,0.0,10.182462815634729,1440.2800000000002,1744.844,1217.09
2000-05-16,HCLTECH,1361.05,1299.0,1376.1,1185.0,161750,0.0,0.0,6.82023309657418,1439.28,1730.43,1301.77
2000-05-17,HCLTECH,1278.9,1420.0,1434.0,1252.2,463250,0.0,0.0,-6.035781198339507,1424.765,1711.042,1357.93
2000-05-18,HCLTECH,1271.45,1257.0,1320.0,1236.35,194250,0.0,0.0,-0.582531863320046,1398.855,1687.9070000000002,1278.07
2000-05-19,HCLTECH,1208.2,1251.0,1360.0,1181.0,233300,0.0,0.0,-4.974635258956306,1349.51,1663.1989999999998,1258.79
2000-05-22,HCLTECH,1093.85,1201.1,1215.0,1063.25,146200,0.0,0.0,-9.46449263366993,1298.435,1640.0809999999997,1141.69
2000-05-23,HCLTECH,994.8,1025.0,1086.0,965.0,284300,0.0,0.0,-9.05517209855099,1241.05,1618.581,1007.05
2000-05-24,HCLTECH,1001.1,951.15,1074.4,926.0,297350,0.0,0.0,0.6332931242460926,1193.73,1599.095,1015.08
2000-05-25,HCLTECH,1018.5,1015.0,1081.0,1000.0,295850,0.0,0.0,1.7380881030865991,1165.84,1581.234,1045.3
2000-05-26,HCLTECH,974.2,1015.0,1050.0,962.5,210550,0.0,0.0,-4.3495336278841386,1147.62,1564.74,1002.66
2000-05-29,HCLTECH,984.9,950.0,1039.0,902.0,217950,0.0,0.0,1.0983370971053177,1118.695,1551.338,972.42
2000-05-30,HCLTECH,1097.7,998.0,1103.1,967.0,215950,0.0,0.0,11.452939384709104,1092.36,1539.937,1030.68
2000-05-31,HCLTECH,1229.45,1185.5,1229.45,1185.5,37350,0.0,0.0,12.002368588867627,1087.4150000000002,1528.5020000000002,1226.45
2000-06-01,HCLTECH,1122.15,1250.0,1250.0,1090.0,373300,0.0,0.0,-8.727479767375657,1072.485,1512.039,1133.92
2000-06-02,HCLTECH,1256.85,1159.0,1256.85,1155.0,246450,0.0,0.0,12.003742815131655,1077.35,1495.1570000000002,1220.31
2000-06-05,HCLTECH,1391.9,1357.4,1407.7,1357.4,215250,0.0,0.0,10.745116760154373,1107.1550000000002,1477.614,1403.13
2000-06-06,HCLTECH,1493.3,1430.0,1503.0,1360.0,211600,0.0,0.0,7.285006106760528,1157.005,1464.513,1449.98
2000-06-07,HCLTECH,1475.75,1475.0,1549.0,1436.0,161250,0.0,0.0,-1.1752494475323116,1204.4699999999998,1451.561,1490.46
2000-06-08,HCLTECH,1439.4,1500.0,1515.0,1385.1,132550,0.0,0.0,-2.4631543283076374,1246.56,1438.2969999999998,1454.43
2000-06-09,HCLTECH,1394.8,1447.0,1447.0,1350.0,95050,0.0,0.0,-3.098513269417824,1288.62,1426.1029999999998,1390.18
2000-06-12,HCLTECH,1412.0,1414.0,1440.0,1325.0,126900,0.0,0.0,1.2331517063378206,1331.3300000000002,1413.88,1384.53
2000-06-13,HCLTECH,1335.95,1350.05,1365.0,1278.0,180600,0.0,0.0,-5.385977337110481,1355.155,1403.2959999999998,1327.86
2000-06-14,HCLTECH,1339.05,1374.0,1392.0,1317.1,122650,0.0,0.0,0.2320446124480568,1366.115,1395.636,1349.86
2000-06-15,HCLTECH,1337.65,1302.0,1365.0,1302.0,65450,0.0,0.0,-0.1045517344385849,1387.665,1390.7030000000002,1335.68
2000-06-16,HCLTECH,1406.3,1336.0,1425.0,1332.0,179700,0.0,0.0,5.132134713863845,1402.61,1389.677,1399.44
2000-06-19,HCLTECH,1459.6,1434.0,1499.0,1421.0,103200,0.0,0.0,3.790087463556846,1409.38,1388.966,1472.1
2000-06-20,HCLTECH,1455.8,1468.65,1546.0,1450.0,194950,0.0,0.0,-0.2603453000822098,1405.63,1386.112,1479.76
2000-06-21,HCLTECH,1394.95,1499.0,1499.9,1385.1,71200,0.0,0.0,-4.179832394559691,1397.55,1379.483,1420.14
2000-06-22,HCLTECH,1377.6,1391.0,1415.0,1366.25,153100,0.0,0.0,-1.2437721782142863,1391.37,1369.744,1388.88
2000-06-23,HCLTECH,1305.15,1340.0,1354.95,1292.1,126350,0.0,0.0,-5.259146341463405,1382.405,1357.971,1306.75
2000-06-26,HCLTECH,1366.1,1251.0,1408.75,1207.15,77600,0.0,0.0,4.669961307129444,1377.815,1350.185,1298.58
2000-06-27,HCLTECH,1364.25,1429.0,1450.0,1340.0,87100,0.0,0.0,-0.1354220042456555,1380.645,1345.17,1382.77
2000-06-28,HCLTECH,1327.4,1325.0,1350.0,1285.0,82950,0.0,0.0,-2.701117830309685,1379.48,1342.0020000000002,1322.87
2000-06-29,HCLTECH,1329.2,1359.0,1390.0,1295.0,101100,0.0,0.0,0.1356034352870239,1378.635,1341.035,1349.41
2000-06-30,HCLTECH,1282.9,1281.0,1314.0,1274.0,69400,0.0,0.0,-3.4832982244959343,1366.2949999999998,1341.3340000000003,1296.01
2000-07-03,HCLTECH,1331.7,1323.0,1345.0,1296.35,60850,0.0,0.0,3.803881830228395,1353.505,1341.033,1323.96
2000-07-04,HCLTECH,1342.6,1342.0,1406.0,1333.1,107900,0.0,0.0,0.8185026657655525,1342.185,1338.795,1368.69
2000-07-05,HCLTECH,1333.45,1369.0,1384.0,1325.0,59250,0.0,0.0,-0.6815134813049184,1336.035,1334.735,1349.07
2000-07-06,HCLTECH,1297.3,1255.0,1327.0,1255.0,60700,0.0,0.0,-2.711012786381195,1328.005,1327.493,1296.4
2000-07-07,HCLTECH,1253.15,1290.0,1290.8,1240.0,145050,0.0,0.0,-3.40322207662066,1322.805,1322.023,1262.83
2000-07-10,HCLTECH,1281.35,1269.5,1305.0,1243.05,102150,0.0,0.0,2.2503291704903505,1314.33,1316.49,1276.57
2000-07-11,HCLTECH,1248.65,1252.0,1300.0,1243.05,83100,0.0,0.0,-2.5519959417801386,1302.77,1314.042,1259.92
2000-07-12,HCLTECH,1261.75,1256.0,1275.0,1250.0,114550,0.0,0.0,1.049133063708796,1296.2050000000002,1310.796,1258.99
2000-07-13,HCLTECH,1222.95,1273.75,1305.0,1191.1,189450,0.0,0.0,-3.075094115316024,1285.58,1304.644,1253.62
2000-07-14,HCLTECH,1205.1,1220.0,1239.0,1191.1,62350,0.0,0.0,-1.4595854286765686,1277.8,1294.713,1211.74
2000-07-17,HCLTECH,1143.95,1200.0,1215.0,1113.0,65200,0.0,0.0,-5.074267695626911,1259.025,1285.5,1159.45
2000-07-18,HCLTECH,1119.0,1131.0,1142.0,1053.3,151050,0.0,0.0,-2.181039381091832,1236.6650000000002,1276.507,1102.06
2000-07-19,HCLTECH,1130.9,1148.0,1160.0,1115.0,57318,0.0,0.0,1.0634495084897333,1216.41,1269.639,1140.71
2000-07-20,HCLTECH,1105.3,1116.0,1128.5,1055.0,90712,0.0,0.0,-2.263683791670368,1197.2099999999998,1265.797,1089.52
2000-07-21,HCLTECH,1128.4,1132.0,1165.0,1101.0,102596,0.0,0.0,2.089930335655499,1184.735,1265.237,1135.61
2000-07-24,HCLTECH,1026.3,1075.1,1090.0,1000.55,49669,0.0,0.0,-9.048209854661485,1159.23,1260.28,1053.09
2000-07-25,HCLTECH,1069.9,960.0,1150.0,925.5,172987,0.0,0.0,4.248270486212613,1141.355,1254.457,1013.57
2000-07-26,HCLTECH,1060.05,1144.0,1144.0,1031.0,96716,0.0,0.0,-0.920646789419588,1121.185,1250.08,1072.79
2000-07-27,HCLTECH,1073.7,1045.0,1086.0,991.1,90747,0.0,0.0,1.2876751096646544,1106.26,1246.125,1042.48
2000-07-28,HCLTECH,1008.15,1050.0,1072.0,996.5,113668,0.0,0.0,-6.105057278569436,1086.565,1242.124,1033.29
2000-07-31,HCLTECH,1002.5,990.0,1017.9,973.0,44687,0.0,0.0,-0.5604324753260892,1072.4199999999998,1240.297,1000.66
2000-08-01,HCLTECH,961.9,1020.0,1024.95,944.0,83993,0.0,0.0,-4.0498753117206965,1056.71,1239.639,979.6
2000-08-02,HCLTECH,988.35,980.0,995.0,961.0,69324,0.0,0.0,2.7497660879509445,1042.455,1239.384,981.62
2000-08-03,HCLTECH,945.4,975.0,981.0,927.0,60674,0.0,0.0,-4.345626549299341,1026.465,1237.922,960.46
2000-08-04,HCLTECH,946.25,959.45,975.0,942.1,135239,0.0,0.0,0.0899090332134644,1008.25,1237.363,957.82
2000-08-07,HCLTECH,907.55,950.0,962.0,900.0,76771,0.0,0.0,-4.089828269484819,996.375,1235.816,928.46
2000-08-08,HCLTECH,956.25,912.0,980.0,911.05,126618,0.0,0.0,5.366095531926618,985.01,1232.987,949.29
2000-08-09,HCLTECH,1047.75,993.0,1095.0,965.0,137245,0.0,0.0,9.568627450980394,983.78,1229.3529999999998,1048.1
2000-08-10,HCLTECH,990.05,1035.05,1072.8,981.0,118762,0.0,0.0,-5.507038892865667,975.415,1226.711,1017.66
2000-08-11,HCLTECH,990.5,1035.0,1055.0,972.1,184919,0.0,0.0,0.0454522498863685,973.65,1221.384,997.6
2000-08-14,HCLTECH,1020.25,999.0,1029.0,984.0,156067,0.0,0.0,3.0035335689045928,975.425,1213.951,1008.73
2000-08-16,HCLTECH,1072.4,1097.4,1097.4,1043.0,133724,0.0,0.0,5.111492281303609,986.475,1205.533,1073.25
2000-08-17,HCLTECH,1073.55,1080.0,1095.0,1043.0,86524,0.0,0.0,0.1072361059306192,994.995,1197.489,1064.81
2000-08-18,HCLTECH,1101.25,1082.5,1118.0,1055.0,89563,0.0,0.0,2.5802244888454284,1010.58,1190.726,1085.92
2000-08-21,HCLTECH,1121.55,1112.9,1140.0,1102.0,96718,0.0,0.0,1.8433598183881903,1028.11,1185.261,1129.18
2000-08-22,HCLTECH,1117.6,1127.0,1145.0,1110.0,116637,0.0,0.0,-0.3521911640140929,1049.115,1179.373,1124.44
2000-08-23,HCLTECH,1147.4,1120.0,1184.0,1112.0,140549,0.0,0.0,2.666428060128867,1068.23,1175.602,1153.11
2000-08-24,HCLTECH,1165.05,1130.1,1170.0,1130.1,56871,0.0,0.0,1.538260414850945,1079.96,1172.122,1157.82
2000-08-25,HCLTECH,1160.75,1170.0,1203.9,1152.0,88077,0.0,0.0,-0.3690828719797423,1097.0300000000002,1168.584,1177.59
2000-08-28,HCLTECH,1166.2,1183.0,1195.0,1155.05,53858,0.0,0.0,0.4695240146457058,1114.6,1163.782,1171.38
2000-08-29,HCLTECH,1205.1,1174.0,1224.0,1160.0,150800,0.0,0.0,3.3356199622706084,1133.085,1158.692,1196.1
2000-08-30,HCLTECH,1276.2,1229.9,1295.0,1200.15,151757,0.0,0.0,5.899925317401067,1153.465,1155.1,1258.91
2000-08-31,HCLTECH,1300.35,1280.0,1310.0,1260.1,120241,0.0,0.0,1.89233662435353,1176.145,1153.208,1294.14
2000-09-04,HCLTECH,1406.1,1307.0,1425.0,1307.0,163600,0.0,0.0,8.132425885338556,1206.63,1153.778,1385.87
2000-09-05,HCLTECH,1370.6,1400.0,1414.0,1361.0,82149,0.0,0.0,-2.524713747244156,1231.535,1155.087,1380.27
2000-09-06,HCLTECH,1263.2,1370.0,1380.0,1250.0,123358,0.0,0.0,-7.835984240478611,1246.095,1153.029,1295.81
2000-09-07,HCLTECH,1290.9,1232.0,1310.0,1200.0,105786,0.0,0.0,2.1928435718809425,1260.4450000000002,1151.562,1265.44
2000-09-08,HCLTECH,1310.1,1292.0,1330.0,1292.0,98203,0.0,0.0,1.4873344178480077,1274.95,1151.216,1312.85
2000-09-11,HCLTECH,1318.75,1305.0,1350.0,1280.0,86087,0.0,0.0,0.6602549423708082,1290.75,1151.007,1329.31
2000-09-12,HCLTECH,1255.8,1308.05,1308.05,1251.0,68360,0.0,0.0,-4.773459715639817,1299.71,1150.465,1274.63
2000-09-13,HCLTECH,1187.2,1299.75,1299.75,1172.3,116327,0.0,0.0,-5.462653288740238,1297.92,1147.575,1231.77
2000-09-14,HCLTECH,1206.55,1199.0,1239.0,1175.0,75149,0.0,0.0,1.629885444743917,1290.955,1144.854,1211.61
2000-09-15,HCLTECH,1129.8,1200.0,1205.0,1110.05,119998,0.0,0.0,-6.361112262235302,1273.9,1140.781,1156.13
2000-09-18,HCLTECH,1071.75,1093.0,1140.0,1061.0,69316,0.0,0.0,-5.138077535847052,1240.465,1136.27,1082.35
2000-09-19,HCLTECH,1136.3,1041.0,1180.0,1000.0,197021,0.0,0.0,6.022859808724035,1217.035,1133.933,1076.48
2000-09-20,HCLTECH,1187.3,1210.0,1220.0,1125.0,120303,0.0,0.0,4.488251342075156,1209.445,1132.052,1175.84
2000-09-21,HCLTECH,1072.25,1170.0,1170.0,1061.2,94290,0.0,0.0,-9.69005306156826,1187.58,1128.524,1116.98
2000-09-22,HCLTECH,1031.45,1050.0,1090.0,1000.0,138595,0.0,0.0,-3.8050827698764222,1159.715,1123.918,1029.49
2000-09-25,HCLTECH,1102.3,1090.0,1149.9,1070.15,131922,0.0,0.0,6.868970866256241,1138.07,1121.505,1100.04
2000-09-26,HCLTECH,1072.25,1098.25,1146.65,1053.0,224460,0.0,0.0,-2.726118116665155,1119.715,1118.848,1089.64
2000-09-27,HCLTECH,1110.75,1080.0,1150.0,1051.0,312701,0.0,0.0,3.5905805549079077,1112.07,1118.184,1119.45
2000-09-28,HCLTECH,1128.95,1106.25,1194.0,1106.25,470326,0.0,0.0,1.638532523070002,1104.31,1118.3829999999998,1154.55
2000-09-29,HCLTECH,1149.65,1150.0,1160.0,1130.05,227540,0.0,0.0,1.833562159528768,1106.295,1118.758,1147.41
2000-10-03,HCLTECH,1099.75,1140.05,1144.7,1070.0,283792,0.0,0.0,-4.340451441743143,1109.095,1118.647,1104.83
2000-10-04,HCLTECH,1105.65,1066.6,1115.0,1066.6,161664,0.0,0.0,0.5364855649011124,1106.03,1118.192,1096.11
2000-10-05,HCLTECH,1079.35,1112.0,1124.0,1075.0,150266,0.0,0.0,-2.378691267580169,1095.235,1119.253,1100.4
2000-10-06,HCLTECH,1031.5,1070.0,1084.25,1021.1,312674,0.0,0.0,-4.43322369944873,1091.16,1118.485,1047.29
2000-10-09,HCLTECH,1011.45,1027.0,1039.0,991.35,237504,0.0,0.0,-1.943771206980116,1089.16,1117.513,1016.06
2000-10-10,HCLTECH,986.6,1012.9,1025.0,971.0,263192,0.0,0.0,-2.4568688516486303,1077.59,1115.771,997.75
2000-10-11,HCLTECH,889.8,969.95,969.95,881.1,194777,0.0,0.0,-9.81147374822624,1059.345,1113.404,935.57
2000-10-12,HCLTECH,947.9,856.0,957.8,856.0,273527,0.0,0.0,6.529557203866032,1043.06,1112.312,928.85
2000-10-13,HCLTECH,903.55,931.4,931.4,875.0,209687,0.0,0.0,-4.678763582656398,1020.52,1111.145,912.23
2000-10-16,HCLTECH,939.15,921.0,997.0,921.0,138977,0.0,0.0,3.940014387692981,999.47,1110.161,963.52
2000-10-17,HCLTECH,986.9,932.0,1014.3,920.0,299721,0.0,0.0,5.084384816057064,988.185,1110.991,973.42
2000-10-18,HCLTECH,963.95,954.0,975.0,940.0,109823,0.0,0.0,-2.325463572803721,974.015,1111.345,958.23
2000-10-19,HCLTECH,1015.5,961.0,1041.0,907.1,282409,0.0,0.0,5.347787748327182,967.63,1113.504,981.72
2000-10-20,HCLTECH,1043.85,1039.0,1145.0,1001.0,410917,0.0,0.0,2.791728212703104,968.865,1115.256,1076.62
2000-10-23,HCLTECH,1014.6,1084.75,1125.0,1004.0,304392,0.0,0.0,-2.8021267423480323,969.18,1114.593,1047.17
2000-10-24,HCLTECH,1078.4,1001.0,1090.0,1001.0,243628,0.0,0.0,6.288192391090086,978.36,1116.36,1052.29
2000-10-25,HCLTECH,1169.15,1085.0,1184.0,1080.1,283466,0.0,0.0,8.415244807121658,1006.295,1119.933,1146.06
2000-10-26,HCLTECH,1150.8,1168.25,1168.25,1140.0,52613,0.0,0.0,-1.5695163152717906,1026.585,1122.544,1152.46
